time,open,high,low,close
3/17/2020,220619.63,220619.63,193497.07,216709.52,20.00
3/18/2020,235570.34,235570.34,209498.63,231711.29,18.00
3/19/2020,240487.72,253620.52,221948.72,232166.94,18.00
3/20/2020,227434.46,263490.31,211398.64,263490.31,14.00
3/23/2020,260067.00,263411.82,214556.59,221385.84,33.00
3/24/2020,219750.38,219750.38,178503.98,191995.25,33.00
3/25/2020,186359.07,196415.93,174905.09,190952.25,22.00
3/26/2020,187739.43,208906.08,186408.80,208899.31,12.00
3/27/2020,205955.71,206216.84,182968.14,190836.71,27.00
3/30/2020,191691.83,208818.71,190051.40,208811.95,6.00
3/31/2020,207494.44,219276.50,203021.59,219276.50,12.00
4/1/2020,220176.34,227697.46,209963.69,227697.46,13.00
4/2/2020,227797.34,234030.11,223831.05,234022.01,20.00
4/3/2020,232852.41,240573.04,229014.67,239996.49,12.00
4/6/2020,240593.74,273677.79,240593.74,273669.30,3.00
4/7/2020,271326.89,287457.39,266152.64,287457.39,16.00
4/8/2020,286646.79,286646.79,269906.19,281121.72,18.00
4/9/2020,279717.80,280183.49,275748.95,276965.06,16.00
4/13/2020,276123.82,283726.57,268461.01,283716.81,19.00
4/14/2020,283542.27,306647.82,283542.27,306637.85,7.00
4/15/2020,306391.67,309968.68,282573.85,285024.92,29.00
4/16/2020,283840.88,284990.56,266488.60,273954.01,30.00
4/17/2020,271926.81,282822.57,271926.81,282812.96,6.00
4/20/2020,284934.16,288444.84,278907.02,288444.84,19.00
4/21/2020,285913.90,304338.60,283234.58,297420.47,16.00
4/22/2020,295475.75,295475.75,282291.46,292960.52,13.00
4/23/2020,292507.35,298207.37,279339.45,292153.48,24.00
4/24/2020,290660.65,307409.30,289169.54,307399.04,10.00
4/27/2020,306761.92,306761.92,300580.01,301880.92,20.00
4/28/2020,302649.43,329289.24,301146.07,329289.24,4.00
4/29/2020,328789.61,345866.81,328789.61,345855.27,3.00
4/30/2020,349307.06,350380.44,342890.42,347528.67,15.00
5/1/2020,349275.57,349275.57,327303.43,344146.62,19.00
5/4/2020,341856.73,352579.59,334287.55,352567.52,15.00
5/5/2020,351970.97,368842.85,351970.97,368842.85,4.00
5/6/2020,367215.21,368950.26,361301.43,367059.97,16.00
5/7/2020,364332.93,364332.93,341652.04,341652.04,38.00
5/8/2020,343169.84,345364.59,339764.77,345352.65,13.00
5/11/2020,345093.29,364687.06,345093.29,364675.00,3.00
5/12/2020,361921.71,396374.51,361921.71,396374.51,9.00
5/13/2020,395591.31,420598.31,395591.31,420598.31,7.00
5/14/2020,419750.65,435985.10,402887.86,435970.38,22.00
5/15/2020,435174.08,458042.97,429647.39,458027.73,10.00
5/18/2020,454304.49,454304.49,437859.93,447071.10,12.00
5/19/2020,443832.07,458768.27,442374.47,458768.27,12.00
5/20/2020,464112.86,464112.86,437598.80,441716.28,26.00
5/21/2020,439809.03,453132.47,438800.73,453132.47,9.00
5/22/2020,450832.19,452961.13,441090.86,450199.15,20.00
5/26/2020,453193.48,479716.72,451879.21,479716.72,4.00
5/27/2020,474769.57,519313.08,474769.57,519296.34,8.00
5/28/2020,517758.69,530802.28,512839.24,530802.28,11.00
5/29/2020,530507.11,530968.16,500725.74,519655.13,23.00
6/1/2020,513460.82,513460.82,502663.77,511112.06,13.00
6/2/2020,511356.25,524185.27,504389.93,524167.48,19.00
6/3/2020,522285.27,522285.27,492652.82,497339.92,31.00
6/4/2020,494289.25,513366.46,494289.25,513366.46,10.00
6/5/2020,512062.51,539569.25,512044.64,539551.40,6.00
6/8/2020,537479.10,556504.62,528156.91,556485.88,8.00
6/9/2020,556023.68,565983.43,549479.63,565964.10,10.00
6/10/2020,565040.70,565040.70,518645.21,520834.30,28.00
6/11/2020,519888.41,591743.76,519888.41,591743.76,7.00
6/12/2020,590159.60,594027.00,576045.95,593064.67,16.00
6/15/2020,588685.98,641526.62,588685.98,641505.99,8.00
6/16/2020,637083.81,637083.81,566945.23,566945.23,33.00
6/17/2020,565903.54,565903.54,532362.61,538656.73,22.00
6/18/2020,534121.46,534121.46,487509.69,493061.45,41.00
